Unit_ID,Process_Variable,Setpoint,PID_Output,Fuzzy_Tuned_Kp,Fuzzy_Tuned_Ki,Fuzzy_Tuned_Kd,Resource_Allocated,Machine_Load,Queue_Length,Priority_Level,Deadline,Completion_Time,Downtime,Energy_Used,Machine_Wear,Temperature,Vibration_Level,Sensor_Status,Predictive_Failure_Score,Maintenance_Required,Error,Optimization_Success
7,72.95076208,80,54.020532643116795,1.5495595336248782,0.4004081692713407,0.12588625023873223,149.3031625191013,52.37782664540765,4,3,111,96,12.594452569115733,22.648419609131203,34.40415505138687,36.94598945212311,0.6062311414302038,Fail,0.7990440343741886,0,7.049237917741095,0
4,74.32122227927023,80,58.03213548966129,0.6409456931155741,0.8439847979176531,0.23967973918362728,154.78630719109339,64.16797695674231,3,1,69,131,9.051878365402475,22.728498437576768,42.87393260763167,35.351906084212416,0.8345142392398055,OK,0.9288930628047007,1,5.678777720729769,0
8,81.4181553,80,52.34277884529502,1.4316111327056507,0.36231064423603354,0.4677039806475685,139.15392135324205,66.25247814479225,9,3,56,52,2.36220757,15.227874833892685,61.93718007447686,36.18347661385107,0.9019258441855484,OK,0.29582383608908414,0,-1.418155302,1
5,63.86146900398867,80,44.937269617428626,1.8749394229669687,0.24829552172069735,0.45554160855395953,137.52938524865507,42.39221736906175,7,3,42,26,6.527730924907824,23.42187021941225,21.147860088562776,35.35653645153452,0.6893357655663144,Warning,0.6507132306499671,0,16.138530996011333,1
7,82.37373135260825,80,51.117886787513385,0.9486954434468666,0.7356599326351067,0.081549407,152.95199189316207,91.70179193197137,4,2,76,44,9.638851146496899,24.560008234456156,13.409629125254884,33.22617208,0.5257639906602307,Fail,0.088520962,1,-2.373731353,1
10,86.41132732,80,56.010012692340055,1.4399376423146184,0.6750600971809234,0.17087593673867998,89.72921447,99.73554032004972,9,3,101,99,4.842337865786808,22.26002144347393,94.44588931768124,34.66371597050937,0.8854177524029196,Warning,0.36352386617792265,0,-6.411327315,0
3,91.34134993488868,80,49.33632398676914,1.7319941755253652,0.8910540123358558,0.11954272911311724,138.87483571875813,95.39252156269134,9,2,52,102,9.604569023,19.61267418041404,23.68544657505587,37.44228810751616,0.6540281756835281,Fail,0.5759130839900617,0,-11.34134993,0
7,53.56632675862641,80,48.56783240747141,1.267709596157936,0.9657322820344456,0.2902152714162552,128.81483532918264,91.63989876921462,7,3,88,48,1.4030292263262523,21.761814630399797,49.52244469803353,36.28846189896301,0.8855493897017463,Fail,0.10417263699260737,0,26.43367324137359,1
8,73.17098342884782,80,52.41926701482061,1.5769693010305772,0.8714778285020987,0.3874924926636433,125.10854750555427,99.55601820757246,5,1,106,101,3.1007453404291825,19.79611742433357,76.15225162234887,37.20999526070684,0.4123377987177224,Warning,0.37713989783005053,1,6.829016571152181,0
5,55.34899425646411,80,47.20246867227402,0.9665155077338901,0.15401961782944368,0.18299444502018541,140.54325206605364,94.46850591849318,9,3,36,96,4.326108507845337,19.147076812835298,55.608340877803364,36.88046030048368,0.652606997,OK,0.9552411833102298,0,24.65100574353589,0
4,50.649363102271764,80,51.47750242,0.9590876793877172,0.6980620896840414,0.3910982348233948,109.79000382398571,81.30205724459904,7,1,79,68,4.986927056999068,23.84060221408054,63.48746804673505,33.86090453723397,0.3693986059438614,Warning,0.16608272936459545,0,29.350636897728236,1
